source1_id,true_candidate_id,candidate_source,country,source1_name,true_candidate_name,source1_address,true_candidate_address,source1_core_name,candidate_core_name,pass_name_prefix_4,pass_name_prefix_6,pass_name_tokens,pass_name_sorted,pass_name_compressed,pass_address_key,common_keys,failure_category,failure_reason
S1-469262153,S3-589095129,source3,India,Mrg Advertising Pvt Ltd,Solcalo,"Bldg No 01, Thane, Maharashtra, 204 C Wing, Sorbhi Complex, Bldg No 1 And 4, Chs Ltd, Mira Bhayandar Road, Opp Silver Park, S No 462, H No 02","Maharashtra, 204 C Wing, Sorbhi Complex, Bldg No 1 And 4, Chs Ltd, Mira Bhayandar Road, Opp Silver Park, S No 462, H No 02, Bldg No 01, Thane",mrg advertising,solcalo,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'mira', 'h', 'sorbhi', 'park', 'bhayandar', '4', 'c', 'wing', 'chs', 'bldg', 'mh', 'thane', 's', 'opp', '2', 'ltd', 'silver', '462', '204', 'complex', 'and', '1'}, but names share 0 tokens"
S1-907553730,S3-242183118,source3,US,Martinez Futurecorp of Sacramento,martinezfuturecorpsacramento.com,"CA, Sacramento, 6060 Stockton Boulevard","6060 Stockton Blvd, PO Box 3388, Sacramento, California",martinez futurecorp of sacramento,martinezfuturecorpsacramento,True,True,False,False,False,True,US|ADDR|6060_stockton;US|NP4|mart;US|NP6|martin,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|6060_stockton']), but candidate rank exceeded top-200"
S1-787376995,S3-669422449,source3,US,Global Eagle PC,Global Eoeg PC,"107 Elm Avenue, Dunbar, WV","107-109 Elm Avenue, Dunbar, West Virginia",global eagle pc,global eoeg pc,True,True,False,False,False,False,US|NP4|glob;US|NP6|global,Key pruned (Block size > 500),"All shared keys (['US|NP4|glob', 'US|NP6|global']) exceeded max_block_size"
S1-388041707,S3-858977968,source3,US,ED Horizon Arts LLC,ED Hrtzon Arts LLC,"Dundalk, MD, 1616 Gray Haven Court",,ed horizon arts,ed hrtzon arts,False,False,True,False,False,False,US|TOK|arts,Key pruned (Block size > 500),All shared keys (['US|TOK|arts']) exceeded max_block_size
S1-341296633,S2-491020188,source2,India,Ss Consultants Private Limited,एसएस कंसल्टेंट्स प्राइवेट लिमिटेड,"Lucknow, Uttar Pradesh, Lucknow, Diwan Ganj Road Mohan Lal Ganj","DIWAN GANJ ROAD MOHAN LAL GANJ, LUCKNOW, Uttar Pradesh",ss consultants,एसएस क सलट टस पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-657738895,S3-221190280,source3,US,"Desert Arrow, LLC",Desert LLC Services,"1008 Lawson Street, Durham, NC","1009 Lawson Street, Durham, North Carolina",desert arrow,desert llc services,True,True,True,False,False,False,US|NP6|desert;US|NP4|dese;US|TOK|desert,Key pruned (Block size > 500),"All shared keys (['US|NP6|desert', 'US|NP4|dese', 'US|TOK|desert']) exceeded max_block_size"
S1-278523742,S2-128469755,source2,India,Cherry & Co Co,Crery & Co Co,"202, Gurukrupa Apartments, Paryawaran Nagar, Somalwada Square, Wardha Road, Nagpur, Maharashtra","202, WARDHA ROAD, NAGPUR, महाराष्ट्र",cherry and,crery and,False,False,False,False,False,False,,Severe name & address variation,Both name and address have extensive structural differences
S1-250157667,S3-875453325,source3,US,Apex Industrial Holdings,Dovajax+ a/k/a Apex Industrial Holdings,"Elizabethton, TN, Unit 6, 213 Cedar Avenue","213 Cedar Avenue, Unit 6, Elizabethton, TN",apex industrial holdings,dovajax a k a apex industrial holdings,False,False,True,False,False,False,US|TOK|industrial;US|TOK|apex,Key pruned (Block size > 500),"All shared keys (['US|TOK|industrial', 'US|TOK|apex']) exceeded max_block_size"
S1-83647344,S2-777713487,source2,India,New India Private Limited,Shri New India  Private Ltd,"Fl 401, Telangana, Sri Niketan Abhinandana Aprt. Ayyappa Society, Nr.Cgr Int. Pl.250 251, Madhapur, Hyderabad, Rangareddy","FL 40, SRI NIKETAN ABHINANDANA APRT. AYYAPPA SOCIETY, NR.CGR INT. PL.250 251, MADHAPUR, HYDERABAD, తెలంగాణ",new india,shri new india,False,False,True,False,False,False,India|TOK|india,Key pruned (Block size > 500),All shared keys (['India|TOK|india']) exceeded max_block_size
S1-679867766,S2-281940270,source2,US,Bright Seafood Inc,Bright Séafoeod Inc,"8531 Ff, Town Of Grant, WI","8531 FF, WISCONSIN RAPIDS, WI",bright seafood,bright seafoeod,True,True,True,False,False,False,US|NP6|bright;US|TOK|bright;US|NP4|brig,Key pruned (Block size > 500),"All shared keys (['US|NP6|bright', 'US|TOK|bright', 'US|NP4|brig']) exceeded max_block_size"
S1-68263380,S3-26699930,source3,India,Solutions Engineering (in,Solutions Eongineing (in,"Karnataka, Bangalore, No.23, Bangalore, 1St Floor, 12Th Main, Jayanagar, 4Th Block","No.23, 1St Floor, 12Th Main, Jayanagar, 4Th Block, Bangalore, KA",solutions engineering in,solutions eongineing in,True,True,False,False,False,False,India|NP4|solu;India|NP6|soluti,Key pruned (Block size > 500),"All shared keys (['India|NP4|solu', 'India|NP6|soluti']) exceeded max_block_size"
S1-641436989,S2-336208223,source2,US,Vision Group,Vfseon Group,"9 19th Street, Richmond City, VA","9 1/2 19ND SAINT, RICHMOND CITY, VA",vision group,vfseon group,False,False,False,False,False,False,,Token variation / Substring,Sub-token present in raw candidate name but missed in core name
S1-744710348,S2-571370741,source2,India,United Consulting Private Limited,Sri united consulting private limited,"C 411 E, 1St Floor, Sushant Lok, Phase-1, Dlf Qe, Gurgaon, Haryana","Haryana, #5-412 C 411 E, 1ST FLOOR, SUSHANT LOK, PHASE-1, DLF QE",united consulting,sri united consulting,False,False,True,False,False,True,India|UNIT|phase1;India|TOK|united,Key pruned (Block size > 500),"All shared keys (['India|UNIT|phase1', 'India|TOK|united']) exceeded max_block_size"
S1-288666702,S3-628358383,source3,India,WK Hospitals Pvt Ltd,WK Pvt Ltd Center,"Pokhara Mohalla P.O. Hajipur Ps- Town Thana, Hajipur, Vaishali, Bihar","BR, Pokhara Mohalla P.o. Hajipur Ps- Town Thana, Hajipur, Vaishali",wk hospitals,wk pvt ltd center,False,False,False,False,False,False,,Severe name & address variation,Both name and address have extensive structural differences
S1-62178354,S3-737837764,source3,US,Licata Pediatrics Inc,pediatricslicata.com,"8620 Haviland Avenue, Lakewood, WA","Washington, 8620 Havland Avenue, Lakewood",licata pediatrics,pediatricslicata,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'lakewood', '8620'}, but names share 0 tokens"
S1-803840711,S3-974074755,source3,US,Cozy Pub!,Cozy Piu!,"TX, Kyle, 136 Fall Creek Drive","136- Fall Creek Dr, KLE CITY, Texas",cozy pub,cozy piu,True,False,True,False,False,False,US|TOK|cozy;US|NP4|cozy,Key pruned (Block size > 500),"All shared keys (['US|TOK|cozy', 'US|NP4|cozy']) exceeded max_block_size"
S1-469630587,S3-285735907,source3,India,Future Estate Private Limited,ફ્યુચર એસ્ટેટ પ્રાઇવેટ લિમિટેડ,"Vadodara, Gujarat, 987-12, Gidc Estate, Makarpura, M.I. Estate, Vadodara","987-12, Vadodara, ગુજરાત",future estate,ફય ચર એસટ ટ પર ઇવ ટ લ મ ટ ડ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-413648762,S3-647875073,source3,India,Shreeji & Co,SC,"Ch.-1, Plot No. 72, Shri Ram Nagar A, Kalwar Road, Jhotwara, Jaipur, Rajasthan","Ch.-1, Plot No. 72, Shri Ram Nagar A, Kalwar Road, Jhotwara, Jaipur, Rajasthan",shreeji and,sc,False,False,False,False,False,True,India|ADDR|-1_plot,Truncated by max_candidates_per_query,"Shared key survived (['India|ADDR|-1_plot']), but candidate rank exceeded top-200"
S1-64638510,S2-506494442,source2,US,Vision Tri-State Medicine,Vision Tri-State,"6421 Fianna Hills Drive, Fort Worth, TX","421 FIANNA HILLS DRIVE, FORT WORTH, TX",vision tri state medicine,vision tri state,True,True,True,False,False,False,US|NP4|visi;US|TOK|vision;US|TOK|state;US|NP6|vision,Key pruned (Block size > 500),"All shared keys (['US|NP4|visi', 'US|TOK|vision', 'US|TOK|state', 'US|NP6|vision']) exceeded max_block_size"
S1-826197758,S3-107185104,source3,US,Platinum Transit Labs Co,Platinum Labs Co Center,"1351 Broad Street, Cookeville, TN","1351 Brond Street, Cookeville, Tennessee",platinum transit labs,platinum labs co center,True,True,True,False,False,False,US|NP4|plat;US|TOK|labs;US|NP6|platin;US|TOK|platinum,Key pruned (Block size > 500),"All shared keys (['US|NP4|plat', 'US|TOK|labs', 'US|NP6|platin', 'US|TOK|platinum']) exceeded max_block_size"
S1-177470509,S3-967319236,source3,US,Northern One,Nolbhihhen One,"1034 Bolton Avenue, IN, Indianapolis","680 Bolton Ave, Indianapolis, Indiana",northern one,nolbhihhen one,False,False,False,False,False,False,,Token variation / Substring,Sub-token present in raw candidate name but missed in core name
S1-664638595,S3-54409958,source3,US,Empire Pacific Flagstar,Empire Flagstar Flagstar Pacific,"TX, Alvin, 620 Cr 99","00620 Cr 99, Alvin, Texas",empire pacific flagstar,empire flagstar flagstar pacific,True,True,True,False,False,False,US|TOK|pacific;US|TOK|empire;US|NP4|empi;US|TOK|flagstar;US|NP6|empire,Truncated by max_candidates_per_query,"Shared key survived (['US|TOK|flagstar']), but candidate rank exceeded top-200"
S1-31338710,S3-179164369,source3,India,Vision Hospitality Private Limited,विजन हॉस्पिटैलिटी प्राइवेट लिमिटेड,"Pl No - 97 / 1 / 2 / 3, Sect No - 06, Pl No B - 001, Tulsi Vandan Apt, Moshi, Pune, Maharashtra","Sect No - 06, Pl No B - 001, Tulsi Vandan Apt, Moshi, Pune, MH, Pl No - 97 / 1 / 2 / 3, Poona",vision hospitality,व जन ह सप ट ल ट पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-482583139,S3-861211148,source3,India,Industries Nc Biotech Pvt Ltd,Industries Nc Boitenh Pvt Ltd,"Office No.-737A, Seventh Floor, Jmd Megapolis, Sector-48, Sohna Road, Gurgaon, Haryana","Ofice No.-737a, Gurugram, Gurgaon, HR",industries nc biotech,industries nc boitenh,True,True,False,False,False,True,India|UNIT|737a;India|NP4|indu;India|NP6|indust,Truncated by max_candidates_per_query,"Shared key survived (['India|UNIT|737a']), but candidate rank exceeded top-200"
S1-506051086,S2-255284863,source2,India,Shivam Constructions Pvt Ltd,शिवम कंस्ट्रक्शंस प्रा. लि.,"Mumbai, Maharashtra, Mumbai, Ground Floor, Plot No, 511, Krishna Bhavan, 517","BLOCK E-258 517, THANE, MUMBAI, Maharashtra",shivam constructions,श वम क सटरकश स पर ल,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-979036764,S3-487343313,source3,US,Signature Short Co,Signature Sehlrt  Co,"1214 Woodland Court, Joliet, IL","1214 Woodland Court, Illinois, PO Box 608, Incorporated",signature short,signature sehlrt,True,True,True,False,False,True,US|ADDR|1214_woodland;US|NP4|sign;US|NP6|signat;US|TOK|signature,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|1214_woodland']), but candidate rank exceeded top-200"
S1-70372721,S3-354783202,source3,India,Classic Care Private Limited,ಕ್ಲಾಸಿಕ್ ಕೇರ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"No. 26A, 2Nd Phase, 3Rd Main Road, 4Th Cross, Near Nttf Circle, Peenya, Bangalore, Karnataka","ಕರ್ನಾಟಕ, Bangalore, 2Nd Phase, 3Rd Main Road, 4Th Cross, Near Nttf Circle, Peenya, Bangalore, No 6A",classic care,ಕಲ ಸ ಕ ಕ ರ ಪರ ವ ಟ ಲ ಮ ಟ ಡ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-379191085,S2-704711118,source2,India,Gold Enterprises Private Limited,गोल्ड एंटरप्राइजेज प्राइवेट लिमिटेड,"Uttar Pradesh, Gautam Buddha Nagar, Greater Noida, Tugalpur, Metro Piller No.P-828 Near Pari Chowk, Office No.18","OFFICE NO.18, GAUTAM BUDDHA NAGAR, GREATER NOIDA, Uttar Pradesh",gold enterprises,ग लड ए टरपर इज ज पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-799752443,S3-285768687,source3,India,Real Estate Limited,रियल एस्टेट लिमिटेड,"C/O Hami Dulah, Vill-Malpatti, Ps-Kamtaul, Darbhanga, Bihar","C/o Hami Dulah, Vill-malpatti, Ps-kamtaul, Darbhanga, BR",real estate,र यल एसट ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-541158286,S2-860758359,source2,India,New Estate Pvt Ltd,ನ್ಯೂ Estate Pvt Ltd,"No. 1089, Karnataka, 4Th Floor, 5Th Cross, 8Th Main, Bangalore North, Bangalore","H.NO 108, 4TH FLOOR, 5TH CROSS, 8TH MAIN, BANGALORE NORTH, BANGALORE, Karnataka",new estate,ನಯ estate,False,False,True,False,False,False,India|TOK|estate,Key pruned (Block size > 500),All shared keys (['India|TOK|estate']) exceeded max_block_size
S1-798239792,S3-469489076,source3,US,Quality Biomedical Global PLLC,Quality Biomedical Global P.L.L.C.,"23320 122, Melvin, KY","2332 122, Melvin, Kentucky",quality biomedical global pllc,quality biomedical global p,True,True,True,False,False,False,US|TOK|biomedical;US|NP4|qual;US|TOK|quality;US|NP6|qualit,Key pruned (Block size > 500),"All shared keys (['US|TOK|biomedical', 'US|NP4|qual', 'US|TOK|quality', 'US|NP6|qualit']) exceeded max_block_size"
S1-864917565,S2-171588881,source2,US,Pediatric Dental Clinic of Chelsea,PEDIATRIC DENTAL CLINIC,"9 Sixth Street, Unit 2, Chelsea, MA","##9 6TH STREET, CHELSEA, MA",pediatric dental clinic of chelsea,pediatric dental clinic,True,True,True,False,False,False,US|NP6|pediat;US|TOK|clinic;US|NP4|pedi;US|TOK|pediatric;US|TOK|dental,Key pruned (Block size > 500),"All shared keys (['US|NP6|pediat', 'US|TOK|clinic', 'US|NP4|pedi', 'US|TOK|pediatric', 'US|TOK|dental']) exceeded max_block_size"
S1-715217190,S3-132093280,source3,US,H 2 Star Schwab LLC,H H 2 Star Scagbwa LLC,"315 98 Street, New York, NY","315 98 Street, New York",h 2 star schwab,h h 2 star scagbwa,False,False,True,False,False,True,US|ADDR|315;US|TOK|star,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|315']), but candidate rank exceeded top-200"
S1-720511261,S3-264208857,source3,US,Vanguard Line Inc,Vanguard Lhie  Inc,"11558 Mesa Linda Street, Victorville, CA","11558 Mesa Linda St, California, Victorville",vanguard line,vanguard lhie,True,True,True,False,False,True,US|ADDR|11558_mesa;US|NP4|vang;US|NP6|vangua;US|TOK|vanguard,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|11558_mesa']), but candidate rank exceeded top-200"
S1-171124248,S2-599261076,source2,US,Classic Infrastructure Collective Inc,Classic Infrastructure Colletcive Inc,"4710 Waterloo Drive, Fl 1, Columbia, MO","COLUMBIA, MO, WATERLOO DR",classic infrastructure collective,classic infrastructure colletcive,True,True,True,False,False,False,US|TOK|classic;US|TOK|infrastructure;US|NP4|clas;US|NP6|classi,Key pruned (Block size > 500),"All shared keys (['US|TOK|classic', 'US|TOK|infrastructure', 'US|NP4|clas', 'US|NP6|classi']) exceeded max_block_size"
S1-609879461,S3-993693216,source3,US,Fiteify First Lifestyle Inc,Rizairi,"3111 Park Street, Sapulpa, OK","3111 Park Street, Sapulpa, Oklahoma",fiteify first lifestyle,rizairi,False,False,False,False,False,True,US|ADDR|3111_park,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|3111_park']), but candidate rank exceeded top-200"
S1-231660566,S3-599839769,source3,US,Diversified Hospitality Works,worksdiversifiedhospitality.com,"Bessemer City, NC, 215 Ohio Avenue","215 Ohio Ave, PMB 2409, Bessemer City, North Carolina",diversified hospitality works,worksdiversifiedhospitality,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'215', 'city', 'bessemer'}, but names share 0 tokens"
S1-331782121,S3-477032572,source3,India,All Ventures Private Limited,অল ভেঞ্চারস প্রাইভেট লিমিটেড,"6A, Kiran Shankar Roy Road, 3Rd Floor, Kolkata, Kolkata, Howrah, West Bengal","Kolkata, Kiran Shankar Roy Road, 3Rd Floor, Kolkata, 6A, Howrah, WB",all ventures,অল ভ ঞচ রস পর ইভ ট ল ম ট ড,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-941937998,S3-980857952,source3,India,Dynamic Business Private Limited,डायनामिक बिजनेस प्राइवेट लिमिटेड,"Delhi, East Delhi, 1St/ Flr, Bhagwati Business Centre School Blk. Shakarpur, 122","122, 1St/ Flr, Bhagwati Business Centre School Blk. Shakarpur, Delhi, East Delhi, DL",dynamic business,ड यन म क ब जन स पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-552925165,S3-536425351,source3,India,Indian Exports LLP,ఇండియన్ Exports ఎల్‌ఎల్‌పీ,"No. 501, 9 Star Hills Shree Srinivasa Nilayam, Road 15, Panchavati Colony, Manikonda, Hyderabad, Telangana","No 501, Manikonda, Hyderabad, TG",indian exports,ఇ డ యన exports ఎల ఎల ప,False,False,True,False,False,False,India|TOK|exports,Key pruned (Block size > 500),All shared keys (['India|TOK|exports']) exceeded max_block_size
S1-905269811,S2-872846190,source2,India,Good Services,गुड सर्विसेज,"52, Vijay Nagar, Kartarpura Ward No. 15 Tehsil Jaipur, Jaipur, Rajasthan","BLOCK G-0618 52, VIJAY NAGAR, JAIPUR, KARTARPURA WARD NO. 15 TEHSIL JAIPUR, Rajasthan",good services,ग ड सरव स ज,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-10222665,S2-494483805,source2,India,Jupitar (India) Planners Pvt. Ltd.,Smt IJPLANNERS.COM,"443-The Boulevard, Opp. Western Bus Hub, Surat City, Surat, Gujarat","SURAT CITY, BOULEVARD, Gujarat",jupitar india planners,smt ijplanners,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'surat', 'gj', 'city', 'blvd'}, but names share 0 tokens"
S1-482767162,S2-953458366,source2,US,Internal Medicine Specialists Inc.,Internal Medrmaile Specialists Inc.,"663 Grouse Flat Road, Anatone, WA","GROUSE FLAT RD, ANATONE, WA",internal medicine specialists,internal medrmaile specialists,True,True,True,False,False,False,US|NP6|intern;US|TOK|specialists;US|TOK|internal;US|NP4|inte,Key pruned (Block size > 500),"All shared keys (['US|NP6|intern', 'US|TOK|specialists', 'US|TOK|internal', 'US|NP4|inte']) exceeded max_block_size"
S1-351961485,S2-86133459,source2,India,White Infrastructure Pvt Ltd,व्हाइट इंफ्रास्ट्रक्चर प्रा. लि.,"Office-No-207, Marathon Monte Plaza, Madan Mohan Mamumbai, Mumbai, Mumbai City, Maharashtra","OFFICE-NO207, MUMBAI, MUMBAI CITY, Maharashtra",white infrastructure,वह इट इ फर सटरकचर पर ल,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-117328785,S3-716614363,source3,US,Strategic Agricultural Alliance Inc,Strategic  Agricultural,"14 Wanless Lane, Trout Creek, MT","409 Wanless Ln, Trout Creek, Montana",strategic agricultural alliance,strategic agricultural,True,True,True,False,False,False,US|TOK|strategic;US|TOK|agricultural;US|NP6|strate;US|NP4|stra,Key pruned (Block size > 500),"All shared keys (['US|TOK|strategic', 'US|TOK|agricultural', 'US|NP6|strate', 'US|NP4|stra']) exceeded max_block_size"
S1-59581901,S3-952461458,source3,US,Chiropractic Ridge Health P.C.,Chiropractic-Health P.C. Center,"3842 6th Avenue, Birmingham, AL","3842 Sixth Ave, Birmingham, Alabama",chiropractic ridge health p c,chiropractic health p c center,True,True,True,False,False,False,US|NP6|chirop;US|TOK|chiropractic;US|TOK|health;US|NP4|chir,Key pruned (Block size > 500),"All shared keys (['US|NP6|chirop', 'US|TOK|chiropractic', 'US|TOK|health', 'US|NP4|chir']) exceeded max_block_size"
S1-646695246,S2-757991848,source2,India,Shivam Modern Energy Private Limited,শিবম মডার্ন এনার্জি প্রাইভেট লিমিটেড,"Vill Gayra Po Eojnagar Ps Basirhat, Basirhat, Kolkata, Howrah, West Bengal","VILL GAYRA PO EOJNAGAR PS BASIRHAT, BASIRHAT, KOLKATA REGION, HOWRAH, West Bengal",shivam modern energy,শ বম মড রন এন রজ পর ইভ ট ল ম ট ড,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-822296117,S3-46835995,source3,US,Roberts Continental Lafayette Clinic,robertscontinentallafayette.com,"25 Yellowstone Trail, Livingston, MT","Montana, 25-27 Yellowstone Trail, Livingston",roberts continental lafayette clinic,robertscontinentallafayette,True,True,False,False,False,False,US|NP6|robert;US|NP4|robe,Key pruned (Block size > 500),"All shared keys (['US|NP6|robert', 'US|NP4|robe']) exceeded max_block_size"
S1-219258412,S3-997849356,source3,US,East Holdco,East Hlobco,"20039 54th Terrace, Tualatin, OR","20039 54nd Ter, Tualatin, Oregon",east holdco,east hlobco,True,False,True,False,False,False,US|TOK|east;US|NP4|east,Key pruned (Block size > 500),"All shared keys (['US|TOK|east', 'US|NP4|east']) exceeded max_block_size"
S1-574114994,S2-484473077,source2,India,Great Consultancy Private Limited,ಗ್ರೇಟ್ ಕನ್ಸಲ್ಟೆನ್ಸಿ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"No.#5, Patel Ramaiah Garden, 1St Cross Near National Gym, Kothannur, Bangalore, Karnataka","#765 NO.#5, <NULL>, BANGALORE, Karnataka",great consultancy,ಗರ ಟ ಕನಸಲಟ ನಸ ಪರ ವ ಟ ಲ ಮ ಟ ಡ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-192757112,S3-850800659,source3,US,Castillo Academy,Castillo Arcdmy,"Unit 408, Louisville, 13630 Elanna Ave, KY","13630 Elanna Ave, Unit 408, Louisville, Kentucky",castillo academy,castillo arcdmy,True,True,True,False,False,False,US|NP4|cast;US|NP6|castil;US|TOK|castillo,Truncated by max_candidates_per_query,"Shared key survived (['US|NP6|castil']), but candidate rank exceeded top-200"
S1-470667990,S3-664975636,source3,US,Primary Care Center Partners,Primary Care Center,"100 Brook Hollow Drive, Huntsville, TX","100 Broko Hollow Drive, Huntsville, Texas",primary care center partners,primary care center,True,True,True,False,False,False,US|TOK|primary;US|TOK|care;US|NP6|primar;US|NP4|prim,Key pruned (Block size > 500),"All shared keys (['US|TOK|primary', 'US|TOK|care', 'US|NP6|primar', 'US|NP4|prim']) exceeded max_block_size"
S1-333878383,S3-371965333,source3,US,Hagood Clear Purecycle LLC,Evopyra,"813 Martin Luther King Drive, Thomasville, NC","##813 Martin Luther King Drive, Thomasville, North Carolina",hagood clear purecycle,evopyra,False,False,False,False,False,True,US|ADDR|813_martin,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|813_martin']), but candidate rank exceeded top-200"
S1-629810901,S3-162950255,source3,US,N+ Rare Inc,N+ Inc Partners,"52 Coalstone Court, Dover, DE","52 Coalstone Court, Dover, Delaware",n rare,n inc partners,False,False,False,False,False,True,US|ADDR|52_coalstone,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|52_coalstone']), but candidate rank exceeded top-200"
S1-635498924,S2-380394346,source2,India,Baba Properties Private Limited,बाबा प्रॉपर्टीज प्राइवेट लिमिटेड,"Gaya, C/O - Mr. Ram Lakhan Parsad H No. 110, Bihar, Gaya, Khukhadi Nimchak Bathani","C/O - MR. RAM LAKHAN PARSAD H NO. 110, KHUKHADI NIMCHAK BATHANI, GAYA, Bihar",baba properties,ब ब पर परट ज पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-300957970,S2-349028486,source2,US,Dental Unified Specialists,Dental Unified 5pécialists,"3167 Mariannwood Drive, Port Neches, TX","MARIANNWOOD DRIVE, PORT NECHES, TX",dental unified specialists,dental unified 5pecialists,True,True,True,False,False,False,US|TOK|unified;US|NP4|dent;US|NP6|dental;US|TOK|dental,Key pruned (Block size > 500),"All shared keys (['US|TOK|unified', 'US|NP4|dent', 'US|NP6|dental', 'US|TOK|dental']) exceeded max_block_size"
S1-905466466,S3-684990258,source3,US,Division of Consumer Affairs,Division of Consumer,"MN, Crosslake, 38661 Windsor Avenue","Crossake, 38659 Windsor Avenue, Minnesota",division of consumer affairs,division of consumer,True,True,True,False,False,False,US|TOK|division;US|NP4|divi;US|TOK|consumer;US|NP6|divisi,Key pruned (Block size > 500),"All shared keys (['US|TOK|division', 'US|NP4|divi', 'US|TOK|consumer', 'US|NP6|divisi']) exceeded max_block_size"
S1-238175541,S3-905308312,source3,US,VWQ Brookfield LLC,VWQ Biookfield LLC,"Unit Apartment 1, 52 Losson Road, NY, Cheektowaga","0052 Losson Road, Unit Apartment 1, Buffalo, New York",vwq brookfield,vwq biookfield,True,False,False,False,False,False,US|NP4|vwqb,Truncated by max_candidates_per_query,"Shared key survived (['US|NP4|vwqb']), but candidate rank exceeded top-200"
S1-47773771,S3-312828212,source3,US,Primary Care Specialists Inc.,Primary Care Stpianlsts Inc.,"141-08 71 Road, Flushing, NY","141-08b 71 Rd, Flushign, New York",primary care specialists,primary care stpianlsts,True,True,True,False,False,False,US|TOK|primary;US|TOK|care;US|NP6|primar;US|NP4|prim,Key pruned (Block size > 500),"All shared keys (['US|TOK|primary', 'US|TOK|care', 'US|NP6|primar', 'US|NP4|prim']) exceeded max_block_size"
S1-472424906,S3-346286668,source3,US,Foot & Ankle Associates Inc,Foot  & Ankle Adsociltes Inc - 1196752834,"2407 Wood Avenue, Kansas City, KS","2407 Wood Ave, Kansas City, Kansas",foot and ankle associates,foot and ankle adsociltes inc 1196752834,True,True,True,False,False,True,US|TOK|ankle;US|NP4|foot;US|NP6|footan;US|ADDR|2407_wood;US|TOK|foot,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|2407_wood']), but candidate rank exceeded top-200"
S1-8412929,S3-631801431,source3,US,Martinez Safety LLC,Rizahalozeph f/k/a Martinez Safety LLC,"West Valley City, UT, Unit 206, 5285 Fannin Lane","UT, 5285 Fannin Lane, West Valley City, Unit 206",martinez safety,rizahalozeph f k a martinez safety,False,False,True,False,False,False,US|TOK|safety;US|TOK|martinez,Truncated by max_candidates_per_query,"Shared key survived (['US|TOK|safety']), but candidate rank exceeded top-200"
S1-941937998,S2-517487515,source2,India,Dynamic Business Private Limited,डायनामिक Business Private Limited,"Delhi, East Delhi, 1St/ Flr, Bhagwati Business Centre School Blk. Shakarpur, 122","122, 1ST/ FLR, BHAGWATI BUSINESS CENTRE SCHOOL BLK. SHAKARPUR, DELHI, EAST DELHI, Delhi",dynamic business,ड यन म क business,False,False,True,False,False,False,India|TOK|business,Key pruned (Block size > 500),All shared keys (['India|TOK|business']) exceeded max_block_size
S1-571375750,S2-541183741,source2,India,Sky Software Pvt Ltd,स्काई सॉफ्टवेयर प्रा. लि.,"New Delhi, Delhi, Neeti Bagh, 19 Dda Flats","H.NO 59 DDA FLATS, NEW DELHI, NEETI BAGH, दिल्ली",sky software,सक ई स फटव यर पर ल,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
